OBJECTID,GEOID,CIscore,HazScore,HealthScore,SVscore,CCVscore,Shape__Area,Shape__Length
607,6037189902,17,5,5,2,5,533398.7461,3161.475798
608,6037190301,18,5,5,3,5,592211.5586,4441.855425
609,6037190520,19,4,5,5,5,356248.2617,2435.70436
610,6037199700,20,5,5,5,5,1411980.305,5101.248786
611,6037190902,18,4,5,4,5,711898.3398,3412.671299
612,6037191110,18,4,5,4,5,398984.4102,2764.172018
613,6037191201,18,4,5,4,5,836720.2344,3667.195388
614,6037191204,17,3,5,4,5,294361.8828,2181.802761
615,6037535804,16,3,5,4,4,715064.8828,3554.995646
616,6037535803,16,3,5,4,4,616384.5586,3169.639341
617,6037535502,15,2,5,5,3,682846.4492,3339.199361
618,6037535701,13,2,5,4,2,1119629.18,4592.770611
619,6037535603,16,5,5,4,2,1147161.688,5620.600267
620,6037535501,18,4,5,5,4,722850.082,4423.47318
621,6037535503,18,5,5,5,3,464931.0078,2821.038616
622,6037535604,14,3,5,5,1,645404.9727,3581.629114
623,6037535606,14,3,4,5,2,271977.7695,2759.544409
624,6037535902,10,1,4,3,2,1477440.938,4967.523492
625,6037535702,18,3,5,5,5,1422758.578,4972.764395
626,6037535901,15,4,5,4,2,1225846.188,4855.155603
627,6037551800,14,4,5,2,3,3229838.137,8625.061975
628,6037501700,11,1,4,2,4,2034978.84,6283.2843
629,6037190100,16,4,5,2,5,879196.7969,4056.278675
630,6037407200,13,4,3,3,3,2127709.656,7775.310137
631,6037407701,15,4,3,4,4,1650547.191,5689.272694
632,6037407702,13,4,4,3,2,2908021.391,8579.156491
633,6037402101,14,3,5,4,2,1743370.211,6499.236452
634,6037408135,8,1,3,3,1,1650289.777,6408.051624
635,6037408133,9,1,3,4,1,1532667.566,6770.500282
636,6037408202,12,4,3,3,2,15316431.22,24568.63369
637,6037407002,15,3,5,4,3,4447914.652,9089.684496
638,6037407102,12,3,4,3,2,1347686.918,5352.480293
639,6037407302,9,1,3,3,2,1175021.801,4508.741494
640,6037408301,14,4,4,4,2,3053575.621,8290.339735
641,6037407301,10,2,3,3,2,1441785.816,5619.606156
642,6037604100,11,3,3,4,1,1480951.336,5117.366528
643,6037601502,13,2,5,5,1,716980.6797,4224.517278
644,6037603101,13,4,3,3,3,1286066.484,4641.200414
645,6037603102,16,5,5,4,2,1084004.844,4180.755911
646,6037603200,13,4,4,3,2,1647356.242,8054.467311
647,6037603301,15,4,3,4,4,1418165.41,5200.396859
648,6037603302,15,5,4,4,2,1657260.645,5606.577435
649,6037603702,8,2,3,2,1,3802287.406,8056.379896
650,6037224420,20,5,5,5,5,524261.5313,3301.194132
651,6037224600,16,2,5,5,4,1053895.191,4122.973282
652,6037224700,15,3,5,3,4,925982.3086,3980.006917
653,6037226410,17,3,5,5,4,409884.543,2611.696807
654,6037226420,17,3,5,5,4,623118.3242,3232.350354
655,6037226700,18,4,5,5,4,1141569.105,4458.398329
656,6037227010,18,4,5,5,4,847927.1797,4353.661961
657,6037650102,9,2,5,1,1,1236521.727,4933.607336
658,6037650200,10,3,5,1,1,3520394.051,11058.99282
659,6037650602,12,3,3,2,4,1808412.195,6841.838654
660,6037650502,6,2,2,1,1,1942045.645,5740.436536
661,6037650501,8,3,3,1,1,1451861.664,4999.175089
662,6037297202,12,5,1,3,3,834624.2695,3663.849617
663,6037297201,9,1,1,3,4,585333.6602,3036.07944
664,6037296902,10,2,1,3,4,712723.9023,4393.583768
665,6037296901,12,4,1,3,4,894980.2305,4162.415672
666,6037296402,7,3,1,1,2,1516911.086,6245.476124
667,6037296401,6,1,1,2,2,1428463.688,5162.102444
668,6037294701,17,5,3,5,4,2535169.535,7259.271115
669,6037294421,14,4,3,4,3,967132.2734,6038.406622
670,6037294302,15,5,4,4,2,1231240.027,5373.287007
671,6037102105,13,5,5,2,1,717766.3945,3668.645993
672,6037101122,4,1,1,1,1,3891710.941,11660.85043
673,6037201602,16,5,4,3,4,1555864.48,6970.353418
674,6037201601,15,5,5,3,2,792364.9961,4090.258599
675,6037195903,17,5,5,3,4,347785.9492,2483.918229
676,6037195902,15,5,5,1,4,505933.5547,3023.077786
677,6037195901,17,5,5,3,4,426760.3398,3014.191403
678,6037195804,17,5,5,3,4,490396.5,2840.819479
679,6037195803,15,5,5,2,3,552602.4688,3321.020538
680,6037195202,11,4,4,1,2,1280400.961,5348.144646
681,6037195201,10,2,3,1,4,878832.0938,5070.893962
682,6037910404,10,3,1,4,2,3801090.184,7666.2585
683,6037910602,12,1,1,5,5,2932070.207,7883.941123
684,6037910706,9,2,1,4,2,31194197.39,27488.36717
685,6037910707,11,3,1,3,4,9888803.113,12982.54109
686,6037269000,9,4,3,1,1,3331758.215,10937.85264
687,6037269500,6,1,3,1,1,2034606.688,6532.402573
688,6037269300,7,2,3,1,1,3225658.156,7474.197665
689,6037269700,11,5,4,1,1,1317454.098,5434.959206
690,6037269800,10,4,4,1,1,677870.6055,4426.55606
691,6037270100,14,5,4,2,3,836532.1563,4883.757787
692,6037480802,15,4,4,2,5,2512052.09,7005.846561
693,6037480901,17,5,3,4,5,1393506.953,4789.431371
694,6037531302,19,5,5,5,4,1289193.035,5821.819983
695,6037481001,15,4,2,4,5,1534194.465,5856.292422
696,6037481002,13,3,2,4,4,1362191.887,5158.014686
697,6037481102,15,3,4,4,4,900880.6719,4266.361955
698,6037480803,12,4,3,2,3,1595550.758,5251.280396
699,6037481902,18,5,5,3,5,1299493.23,6518.687409
700,6037430502,5,1,1,1,2,4319152.5,9210.419421
701,6037432300,13,5,1,4,3,2905091.086,7431.946469
702,6037432500,11,2,1,4,4,4118704.289,9421.316322
703,6037432602,11,2,3,4,2,1559827.871,5433.596793
704,6037432700,16,5,3,4,4,2727215.055,8311.448292
705,6037432801,18,5,3,5,5,1157820.848,4931.407949
706,6037432902,13,3,4,3,3,1584001.449,5437.563704
707,6037123510,12,2,2,4,4,1175306.27,4518.083279
708,6037123602,11,2,2,3,4,1359563.426,5238.330069
709,6037123700,9,1,2,2,4,1395203.109,4836.787206
710,6037123800,10,3,3,2,2,1893146.766,6438.304513
711,6037123601,9,1,2,3,3,2244907.258,6756.733049
712,6037124300,13,4,2,3,4,1304731.43,4631.868807
713,6037124500,8,1,2,1,4,1184167.121,5184.344414
714,6037127300,16,5,3,4,4,1565540.688,5561.028221
715,6037127400,16,5,3,4,4,3188389.406,9268.499672
716,6037127920,10,2,2,3,3,950563.8945,3899.891052
717,6037127910,14,4,2,4,4,952535.707,3903.931379
718,6037128210,16,5,2,5,4,805608.1016,3601.659109
719,6037128400,12,5,2,2,3,2524473.254,8320.862821
720,6037134104,10,4,1,3,2,949686.7422,3898.094871
721,6037131400,11,3,1,3,4,1622923.016,5283.411946
722,6037131800,15,5,2,4,4,1924059.926,5867.418722
723,6037132300,15,5,2,4,4,1878025.902,5819.833727
724,6037702802,10,3,4,2,1,880876.5,5674.675399
725,6037702502,9,2,4,2,1,2637993.039,9550.060485
726,6037702700,8,2,4,1,1,1964191.367,6488.559737
727,6037702803,11,3,3,3,2,1232194,10072.76269
728,6037127210,16,5,2,4,5,2255725.543,7254.127616
729,6037181000,12,4,3,1,4,6059732.898,13889.99602
730,6037191620,19,4,5,5,5,332596.3359,2587.062979
731,6037191720,19,5,5,4,5,386370.3242,2558.925497
732,6037191420,19,5,5,4,5,332087.3945,2435.665499
733,6037191500,18,4,5,4,5,938018.5508,3806.005142
734,6037191810,19,5,5,4,5,590586.5039,3399.625982
735,6037191410,20,5,5,5,5,455276.6953,2739.994568
736,6037191820,16,4,4,3,5,592181.9453,3401.553052
737,6037191610,17,5,5,3,4,614104.6797,3467.227068
738,6037192300,10,3,4,1,2,1282902.254,4599.759252
739,6037194200,6,1,3,1,1,3804787.887,10726.99117
740,6037201120,15,4,3,4,4,1156026.676,5093.242987
741,6037201504,11,2,3,4,2,539474.2227,3537.774339
742,6037104103,9,2,2,3,2,1384809.711,4881.804489
743,6037262301,5,1,1,2,1,19094202.8,27189.78407
744,6037400304,9,1,4,2,2,4596291.535,12350.80681
745,6037920326,7,1,2,2,2,100383705.6,57089.97725
746,6037108104,5,1,1,1,2,1213110.188,5439.094563
747,6037460800,6,1,1,2,2,9870396.828,15558.74147
748,6037535802,13,1,4,4,4,1159145.734,4583.710557
749,6037482521,11,1,5,4,1,2256704.047,6936.465875
750,6037540101,12,3,4,3,2,1835046.961,6393.724326
751,6037536102,16,4,4,4,4,4445957.316,10188.21533
752,6037536000,18,4,5,5,4,1904808.535,5937.933096
753,6037124201,11,3,2,2,4,1424805.938,4875.6754
754,6037535605,20,5,5,5,5,684279.0352,3319.886691
755,6037403305,10,2,5,2,1,2151446.766,5968.857811
756,6037402102,12,3,4,3,2,3351884.934,7675.411211
757,6037402200,11,2,4,3,2,8255984.992,15099.13454
758,6037402301,16,4,5,4,3,1957449.094,6181.710816
759,6037403721,11,4,1,2,4,2764597.395,7580.73576
760,6037402702,18,4,5,5,4,2189128.379,6775.647924
761,6037403200,14,5,3,3,3,3528654.098,8580.229093
762,6037402703,11,2,4,3,2,1573257.172,6940.295523
763,6037402600,14,3,4,4,3,3333864.832,8342.40681
764,6037402501,16,4,4,5,3,1484751.52,5891.108156
765,6037407101,10,1,3,3,3,1652177.07,5610.450904
766,6037189701,7,2,3,1,1,6361545.195,14285.14861
767,6037189600,14,5,5,2,2,1584699.719,7370.951707
768,6037189500,14,4,5,1,4,866626.8516,4740.473857
769,6037701202,6,2,2,1,1,595045.7813,3365.930134
770,6037700902,11,3,4,2,2,1389163.867,4760.256373
771,6037311600,10,3,3,1,3,4117997.055,9152.239364
772,6037700901,9,3,4,1,1,1546612.262,6968.960367
773,6037189400,8,1,4,1,2,2115438.676,10477.53705
774,6037702501,8,3,3,1,1,1968746.078,5906.369326
775,6037106112,6,1,1,2,2,4740837.406,18363.75277
776,6037555212,15,4,2,5,4,1011477.176,4321.072967
777,6037555103,9,2,1,3,3,1430037.34,4904.525349
778,6037555102,13,3,1,5,4,2151801.426,6114.210955
779,6037541400,13,3,3,5,2,1388501.582,5677.499552
780,6037555001,12,2,4,3,3,1873369.559,6401.18404
781,6037570100,13,4,3,2,4,1680936.813,5399.711882
782,6037570002,6,1,2,1,2,1129437.477,4268.889992
783,6037650603,6,2,2,1,1,1854475.758,5924.381923
784,6037650702,5,1,2,1,1,2031561.051,6041.544182
785,6037650800,7,2,2,2,1,1876636.23,5775.630457
786,6037650701,6,1,2,2,1,2916660.996,6853.423145
787,6037670001,9,4,2,2,1,1357834.738,6078.560671
788,6037651221,9,2,2,2,3,1012349.617,4177.059796
789,6037650902,8,3,2,2,1,2879217.922,7529.479512
790,6037651201,4,1,1,1,1,2539057.051,6354.083137
791,6037294301,10,3,3,3,1,1036021.789,4285.297559
792,6037293307,14,5,2,4,3,493484.0469,3361.72073
793,6037278102,6,2,2,1,1,2634987.879,10291.05089
794,6037980009,0,1,2,0,1,31122954.09,29728.47582
795,6037980008,15,3,2,5,5,4943911.273,12477.26039
796,6037980007,0,0,1,0,4,3918352,8834.144865
797,6037980006,0,0,2,0,3,4895517.555,14092.33781
798,6037980005,0,0,4,0,1,5892385.871,11617.31841
799,6037194402,11,3,4,1,3,861027.5859,5307.323975
800,6037194401,14,4,4,2,4,677766.7656,3585.287999
801,6037194102,6,1,3,1,1,5121609.879,13887.05197
802,6037192002,9,3,3,1,2,1253585.117,4711.68022
803,6037191902,14,5,4,1,4,1061426.223,4258.442007
804,6037191901,15,4,5,2,4,1128282.379,4366.356924
805,6037191302,18,5,5,3,5,617805.7344,3447.756193
806,6037191301,18,5,5,3,5,396886.2266,3142.177901
807,6037190802,18,5,5,3,5,711561.3906,3409.916792
808,6037189905,14,3,5,2,4,377762.8438,2572.060965
809,6037189202,9,2,3,1,3,1508040.988,6366.082437
810,6037189102,11,2,4,1,4,914190.6914,4421.124076
811,6037189101,14,3,4,2,5,577913.4063,3043.451755
812,6037188202,7,1,3,1,2,1108671.785,4325.830917
813,6037270200,14,5,5,2,2,1107080.945,5265.71331
814,6037270300,13,5,4,2,2,1430728.012,5022.937334
815,6037271100,10,4,4,1,1,1171571.266,5200.887841
816,6037141500,6,2,2,1,1,4878625.609,11636.79252
817,6037271400,8,3,3,1,1,1672856.016,5335.000866
818,6037271600,10,3,4,2,1,1307153.547,4615.681924
819,6037271500,8,3,3,1,1,1326816.563,4802.259887
820,6037271300,11,4,4,2,1,2131409.301,7101.303723
821,6037271200,12,5,4,1,2,773260.6563,5017.755551
822,6037271701,9,3,4,1,1,1459224.445,5080.953872
823,6037271801,11,3,4,2,2,705820.3984,3544.817985
824,6037271702,11,4,4,2,1,1030814.816,4911.47107
825,6037464200,8,1,2,1,4,5135363.965,10432.46958
826,6037139502,8,2,2,2,2,1528670.676,6246.954285
827,6037530204,16,3,5,5,3,974406.125,4270.110848
828,6037530004,12,1,5,4,2,1904508.23,9509.204899
829,6037530202,15,3,5,3,4,2628191.184,7769.451233
830,6037530203,15,2,5,4,4,1080361.484,5288.232652
831,6037432601,13,2,3,4,4,2065483.82,6377.004578
832,6037431300,9,4,1,2,2,1196515.051,5281.033742
833,6037432802,19,5,4,5,5,865323.0117,4333.506381
834,6037433401,17,4,4,5,4,739405.2227,3738.301018
835,6037433901,17,4,4,5,4,1053925.879,4140.724079
836,6037134303,9,2,2,2,3,2300018.195,6307.244097
837,6037433602,18,4,4,5,5,1409990.871,5983.261584
838,6037434001,18,4,5,5,4,1610191.961,6049.684807
839,6037433403,18,5,3,5,5,1032995.648,4390.368611
840,6037133000,10,2,3,3,2,1470810.078,5224.888173
841,6037132700,13,5,1,3,4,1932131.344,5783.857677
842,6037131900,6,1,2,1,2,1932178.793,5875.759346
843,6037133100,14,5,1,3,5,2221758.934,6248.790909
844,6037134101,8,3,1,3,1,1562298.957,5157.208123
845,6037134103,8,2,1,3,2,1535946.109,6423.864021
846,6037131300,8,1,1,3,3,1639007.949,5316.338785
847,6037134201,11,5,1,3,2,2153558.719,6068.611062
848,6037131100,9,4,1,1,3,1614707.523,5234.007072
849,6037131010,11,3,1,3,4,1559425.074,5378.922008
850,6037134304,11,2,2,3,4,1496048.355,5011.351923
851,6037134302,6,1,1,1,3,1922506.289,5631.922495
852,6037134305,14,4,1,4,5,523509.8125,2986.483064
853,6037134422,6,1,2,1,2,3446871.652,9438.490189
854,6037703002,10,3,4,1,2,4740245.836,10298.05646
855,6037231300,14,2,4,5,3,959626.8867,3918.562065
856,6037228710,17,3,5,4,5,591194.7031,3410.859589
857,6037228720,17,3,5,5,4,590194.6289,3406.425997
858,6037229100,19,5,5,5,4,692684.8438,3366.810992
859,6037229300,16,3,4,5,4,733563.6523,3512.778004
860,6037229410,18,4,5,5,4,791095.582,3572.2342
861,6037229420,18,4,5,5,4,852653.8008,3698.985502
862,6037231800,19,5,5,5,4,759395.0195,3510.574786
863,6037231100,19,5,5,5,4,1295255.977,4753.335667
864,6037231900,18,4,5,5,4,823674.0781,3714.654736
865,6037231210,16,3,4,5,4,468851.7852,2918.075019
866,6037231720,19,4,5,5,5,683778.5156,3358.5217
867,6037232400,13,2,3,5,3,1623787.59,5119.125352
868,6037232300,14,4,3,4,3,916914.7031,4247.321042
869,6037232200,14,4,3,4,3,762649.2422,3996.855454
870,6037232110,18,5,4,5,4,553054.7695,3237.754974
871,6037125320,18,5,4,4,5,929399.668,4839.456947
872,6037277200,13,5,4,3,1,1518655.73,5572.411655
873,6037291110,14,4,4,4,2,1031836.691,4249.017022
874,6037703001,7,2,3,1,1,6921222.75,15726.00328
875,6037231600,17,4,4,5,4,1392304.023,4819.069994
876,6037291120,15,4,4,5,2,1017616.625,4037.67957
877,6037125310,16,5,3,3,5,1542260.191,7088.237178
878,6037291130,15,5,5,3,2,1884350.082,5823.486234
879,6037124600,8,1,4,1,2,1636980.777,5273.458773
880,6037540400,19,5,5,5,4,491705.7266,3044.131535
881,6037535607,15,5,4,5,1,1370845.641,5312.686461
882,6037124000,9,1,3,2,3,1972070.27,6153.12319
883,6037532700,16,3,5,5,3,1128259.051,5013.625808
884,6037540502,17,4,4,5,4,871562.9297,4084.241885
885,6037540202,16,3,4,5,4,1102708.457,4606.828179
886,6037540501,17,5,5,4,3,2116086.348,6995.343926
887,6037540201,16,3,4,5,4,381343.5977,3801.913322
888,6037532400,16,5,5,2,4,18861501.75,25356.53491
889,6037402801,18,5,4,5,4,2626762.43,8079.552488
890,6037402502,13,1,4,5,3,2149142.348,6662.12601
891,6037402402,12,3,5,3,1,7811908.328,16087.6981
892,6037402403,14,4,5,3,2,2967141.883,11737.55284
893,6037402902,13,2,5,4,2,2680488.434,7634.029531
894,6037402404,11,4,5,1,1,6132975.75,13662.88516
895,6037403303,11,4,5,1,1,6502222.5,12798.10047
896,6037403000,13,2,5,4,2,3533258.566,9523.689836
897,6037192420,16,5,4,3,4,474981.8633,2926.168525
898,6037192410,14,4,4,2,4,999135.9727,3999.124677
899,6037192510,17,4,4,4,5,501789.668,2980.51502
900,6037192520,18,4,4,5,5,445820.4375,2866.20038
901,6037192610,18,5,5,4,4,606450.3945,3370.025196
902,6037195400,15,5,5,2,3,1505674.816,6248.84701
903,6037192700,18,5,5,4,4,776715.9023,3542.685628
904,6037194300,7,3,2,1,1,3617596.879,12768.80438
905,6037192620,20,5,5,5,5,355844.7813,2675.499667
906,6037195600,14,4,5,3,2,764518.7891,4108.775354
907,6037195100,10,4,4,1,1,2771466.102,7982.068978
908,6037570001,9,2,2,1,4,2229026.004,6395.956773
909,6037570902,6,1,1,2,2,1536213.375,5208.059906
910,6037570702,10,3,1,2,4,983355.9141,4056.154541
911,6037570701,11,2,2,2,5,2574781.453,7720.262569
912,6037571101,6,1,2,1,2,1921084.184,5837.655693
913,6037571300,6,2,1,1,2,3030139.086,6990.325815
914,6037570003,8,1,4,2,1,1664007.828,5225.485789
915,6037571102,5,1,1,1,2,1828832.527,5739.400736
916,6037555211,13,3,2,4,4,1157974.82,4338.907088
917,6037570202,15,3,5,3,4,2426978.09,6972.319806
918,6037503802,7,1,2,2,2,1921002.168,5745.97311
919,6037503801,7,2,2,1,2,1889843.066,6763.211629
920,6037503902,9,3,2,2,2,7692190.953,12945.94774
921,6037504002,10,2,3,2,3,2247458.863,6561.912538
922,6037503901,11,3,2,2,4,1325941.363,5950.912389
923,6037480102,12,2,4,2,4,1805640.578,5464.774457
924,6037504101,14,4,3,3,4,1774034.59,5828.38761
925,6037980004,0,1,3,0,5,66890799.54,34513.12155
926,6037980003,0,0,1,0,5,287070344,101365.7299
927,6037980002,0,0,2,0,5,10123433.93,13894.92274
928,6037980001,0,0,3,0,5,3393107.102,8386.828614
929,6037930301,5,1,1,2,1,1517412112,230404.164
930,6037920338,4,1,1,1,1,5470776.418,12538.05621
931,6037920119,4,1,1,1,1,7460108.934,12612.68659
932,6037920116,4,1,1,1,1,10948731.89,16269.38511
933,6037920045,4,1,1,1,1,2757173.219,7360.748865
934,6037910713,9,1,1,4,3,2953620.836,7460.063551
935,6037910712,11,3,1,3,4,3066361.566,7131.952128
936,6037188201,10,4,3,1,2,1130668.656,6267.111841
937,6037187101,15,5,5,2,3,1155526.445,4756.816566
938,6037186404,16,4,5,3,4,588541.4961,3268.909354
939,6037186403,17,4,5,3,5,793843.7266,4417.916832
940,6037186302,12,3,4,3,2,2461905.73,6577.224125
941,6037186203,12,3,4,2,3,1232681.672,5797.439158
942,6037186202,14,4,3,3,4,600577.5859,4053.037326
943,6037271802,11,3,4,2,2,840145.5977,3714.652354
944,6037272100,8,1,4,2,1,1749189.078,5451.132165
945,6037272302,11,3,4,2,2,740303.3047,3885.328513
946,6037272301,8,1,4,2,1,878181.6367,4683.142197
947,6037139802,5,1,1,1,2,8880851.359,17181.52798
948,6037185320,19,5,5,4,5,869787.8359,5230.142498
949,6037139801,5,1,1,1,2,5372142.324,10194.09905
950,6037135102,5,1,2,1,1,2460903.074,7029.416849
951,6037139702,4,1,1,1,1,13750095.77,23957.23867
952,6037700300,11,3,5,1,2,888583.1211,5206.287217
953,6037113213,11,5,1,2,3,1901524.367,6213.489659
954,6037530301,20,5,5,5,5,852083.9023,4094.678256
955,6037530302,17,3,5,4,5,1240880.852,4925.046063
956,6037532002,19,5,5,4,5,1218436.133,5515.27915
957,6037532101,19,5,5,5,4,2093299.641,5776.043176
958,6037138000,5,2,1,1,1,6550160.98,11492.38975
959,6037481714,15,1,4,5,5,668820.6484,3808.487594
960,6037481800,15,5,4,2,4,1200296.379,4775.361992
961,6037433200,17,4,4,4,5,2611624.285,8135.769123
962,6037433302,19,5,4,5,5,1264203.707,6253.012776
963,6037433501,20,5,5,5,5,1733094.891,5342.197466
964,6037433402,18,5,4,5,4,833871.293,3750.752289
965,6037433700,17,4,5,4,4,4676429.418,9596.112613
966,6037433801,18,5,4,5,4,2294326.844,6141.91517
967,6037433601,15,4,4,4,3,1640554.625,5383.679785
968,6037134710,14,4,2,4,4,836213.2813,3670.430459
969,6037134520,17,5,2,5,5,1417381.957,4854.532899
970,6037134720,13,4,2,3,4,1450281.008,4906.233235
971,6037134800,8,2,3,2,1,2733441.934,6846.388688
972,6037134901,11,2,3,2,4,1548283.773,5593.647992
973,6037135111,9,2,3,2,2,1532751.449,4995.248811
974,6037135201,5,1,1,1,2,2243743.82,6860.415443
975,6037408628,11,1,4,3,3,3591652.352,9554.822422
976,6037408705,9,1,3,3,2,2798257.23,7012.650635
977,6037408703,7,1,3,2,1,24878795.23,25822.5728
978,6037406602,10,2,2,3,3,2319674.93,6817.890234
979,6037408800,18,5,4,5,4,2617934.973,7414.557177
980,6037232600,18,5,4,5,4,1157630.336,4510.98743
981,6037232500,17,5,3,5,4,1121579.574,4394.194707
982,6037232800,19,5,5,5,4,624110.8984,3209.18767
983,6037232700,18,5,5,4,4,1063962,4232.778263
984,6037234300,16,4,5,3,4,1262782.223,4479.166494
985,6037234700,12,3,3,3,3,1083480.984,5452.620218
986,6037234800,12,4,3,3,2,953727.7266,3906.516894
987,6037235100,7,1,3,2,1,1721643.211,6677.27981
988,6037234600,10,2,3,3,2,1895967.781,6560.310003
989,6037234000,13,2,4,3,4,1818300.238,6470.624993
990,6037235202,16,5,3,4,4,1240125.477,4862.922771
991,6037235201,14,5,3,3,3,948146.5508,3916.776944
992,6037703100,9,3,3,2,1,3885186.637,9840.743522
993,6037700600,7,1,4,1,1,8313715,17293.65557
994,6037703200,10,3,4,2,1,3069145.449,8384.077685
995,6037701502,11,4,4,1,2,897410.1719,4548.73479
996,6037620002,11,5,3,1,2,1725233.563,5815.437721
997,6037533701,18,5,4,5,4,584788.1484,3048.217831
998,6037191000,18,5,5,3,5,946601.3516,4116.246653
999,6037533107,18,4,5,5,4,503615.0664,3736.756594
1000,6037534302,16,4,5,5,2,562448.6797,3591.261689
1001,6037532500,18,5,5,4,4,1485469.078,7079.049482
1002,6037534404,17,3,5,5,4,597978.293,3540.265
1003,6037481201,14,2,4,4,4,1466295.012,5822.955611
1004,6037533401,15,4,5,4,2,689314.7734,4129.527013
1005,6037123206,18,5,3,5,5,883422.8281,3789.111677
1006,6037534201,19,5,5,5,4,748463.6445,3774.902839
1007,6037534900,17,3,5,5,4,1531427.895,5498.712703
1008,6037430801,10,3,2,2,3,2501781.781,6560.029652
1009,6037430724,13,2,2,4,5,851161.6016,4961.398743
1010,6037403304,9,2,3,2,2,5319137.801,10372.22989
1011,6037403321,11,2,5,2,2,9776542.727,15574.66408
1012,6037403318,9,1,5,2,1,4917478.699,11171.86793
1013,6037403317,8,1,4,2,1,5605445.438,12734.47548
1014,6037403320,6,1,3,1,1,5711880.699,10720.75884
1015,6037195500,12,3,4,1,4,1775796.07,7332.4067
1016,6037195720,17,5,5,3,4,423559.1016,3075.189559
1017,6037195710,16,5,5,3,3,706116.8398,3595.569923
1018,6037197410,11,2,5,2,2,2040538.949,6819.857597
1019,6037195802,18,5,5,4,4,584242.0664,3657.621361
1020,6037197300,12,3,4,2,3,960808.2344,5585.697896
1021,6037197200,17,4,5,4,4,1137092.117,5466.552272
1022,6037542502,17,3,4,5,5,1457876.137,5217.687457
1023,6037543703,12,4,4,2,2,1505367.859,4987.680579
1024,6037571000,7,1,2,1,3,2541710.617,6527.990392
1025,6037570204,18,5,4,4,5,793256.2109,3621.279428
1026,6037570303,13,1,4,4,4,895484.8906,4244.980051
1027,6037555104,13,3,2,3,5,1277612.32,4627.864615
1028,6037570502,15,4,3,4,4,2901693.609,7330.356126
1029,6037570402,10,3,2,2,3,2224656.957,7742.687576
1030,6037570501,9,1,3,3,2,2154901.969,6185.671905
1031,6037570603,16,5,2,4,5,1067205.891,4592.535373
1032,6037570301,12,1,4,4,3,1742877.172,6947.899171
1033,6037570602,14,3,4,3,4,1515140.832,5318.401904
1034,6037570304,13,2,3,5,3,825524.7383,5060.237582
1035,6037504102,0,0,2,0,5,9416482.242,22514.47682
1036,6037480002,11,3,2,2,4,1974172.324,7187.987343
1037,6037620102,9,5,2,1,1,1271634.391,5883.664799
1038,6037293301,11,5,3,2,1,1215626.379,5219.106488
1039,6037300100,5,1,1,1,2,6750064.703,11309.93202
1040,6037300501,8,4,1,1,2,1972741.355,7442.510366
1041,6037101400,8,3,1,2,2,9251469.309,15715.09139
1042,6037910210,7,1,1,2,3,4699745.664,9344.923427
1043,6037480303,13,3,2,4,4,661060.1992,3300.417182
1044,6037463602,14,3,3,3,5,1354865.133,4705.407296
1045,6037463601,10,1,2,2,5,1361219.527,4715.65527
1046,6037462302,13,5,2,2,4,1022435.84,4146.260785
1047,6037462301,12,4,1,3,4,933128.1953,3952.183545
1048,6037462202,13,4,3,2,4,832882.8008,3669.25117
1049,6037462201,14,3,2,4,5,783562.0508,3570.902741
1050,6037462002,10,1,1,4,4,750169.6016,3982.601156
1051,6037462001,8,1,1,4,2,750440.8477,3988.447154
1052,6037461902,14,4,3,2,5,1218965.426,4558.849154
1053,6037461901,12,3,2,3,4,1277842.617,4943.177061
1054,6037461502,10,1,1,5,3,1716255.855,5401.122523
1055,6037186201,15,3,3,4,5,757826.3438,4437.591759
1056,6037183702,14,3,4,3,4,1306097.996,6307.944049
1057,6037183701,17,4,5,4,4,804682.6016,4603.856552
1058,6037183402,14,3,3,3,5,755463.8047,4125.090589
1059,6037183401,12,3,3,2,4,707464.4805,3855.095208
1060,6037183222,12,3,2,3,4,1358442.418,6201.041283
1061,6037183221,9,2,2,3,2,1034895.98,4723.864627
1062,6037143603,11,3,5,1,2,769381.3047,4962.649718
1063,6037701701,8,1,4,1,2,961380.8359,4818.828217
1064,6037701100,12,4,3,4,1,3699333.125,10383.79781
1065,6037701302,5,1,2,1,1,664469.4023,3654.979942
1066,6037701601,7,2,2,2,1,1797047.336,6008.048891
1067,6037701801,14,5,5,2,2,2782856.238,7093.104
1068,6037701602,9,2,4,2,1,965326.9766,4828.213077
1069,6037701501,8,2,3,1,2,898533.7148,4552.407464
1070,6037701702,13,5,4,2,2,878313.7969,4526.488049
1071,6037482001,13,4,5,2,2,4307021.27,9392.974702
1072,6037482002,14,2,5,3,4,3642263.629,8341.67428
1073,6037482101,15,3,4,4,4,1685227.02,6183.064822
1074,6037482201,14,1,4,4,5,1133609.414,4421.244227
1075,6037482202,14,2,4,4,4,945363.375,3889.239496
1076,6037482102,10,1,4,3,2,1600511.023,5556.093664
1077,6037433802,16,4,5,3,4,9567549.973,16219.14301
1078,6037433902,17,4,5,4,4,1065291.309,4460.26657
1079,6037128910,12,2,4,2,4,1954185.059,6404.540662
1080,6037500500,18,4,5,4,5,1102743.004,5251.448518
1081,6037500402,18,5,5,4,4,1952495.316,5654.553597
1082,6037128702,9,3,3,1,2,2430542.824,6272.992846
1083,6037500600,17,5,5,4,3,1719038.891,5415.195749
1084,6037541606,17,5,3,5,4,491191.3086,2978.450702
